"Name","Platform","Rank","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","metascore","userscore","date"
"Sonic Colors","Wii",1021,"2010","Platform","Sega",0.96,0.61,0.01,0.16,1.74,NA,NA,NA
"Sonic Free Riders","X360",1894,"2010","Racing","Sega",0.74,0.26,0,0.09,1.09,47,"2.3","Nov 4, 2010"
"Sonic Generations","3DS",2046,"2011","Platform","Sega",0.44,0.46,0.01,0.09,1.01,66,"6.7","Nov 22, 2011"
"Sonic Generations","PC",10268,"2011","Platform","Sega",0.02,0.07,0,0.02,0.11,77,"8.3","Nov 3, 2011"
"Sonic Generations","PS3",1129,"2011","Platform","Sega",0.6,0.73,0.02,0.28,1.63,76,"8.3","Nov 1, 2011"
"Sonic Generations","X360",1361,"2011","Platform","Sega",0.71,0.57,0,0.14,1.42,77,"8.4","Nov 1, 2011"
"Sonic Heroes","GC",1159,"2003","Platform","Sega",1.05,0.44,0.06,0.04,1.6,72,"7.8","Jan 5, 2004"
"Sonic Heroes","PS2",481,"2003","Platform","Sega",1.04,1.37,0.06,0.49,2.96,64,"7.5","Jan 27, 2004"
"Sonic Heroes","XB",2309,"2003","Platform","Sega",0.41,0.43,0.01,0.05,0.9,NA,NA,NA
"Sonic Jam","SAT",9661,"1997","Platform","Sega",0,0,0.12,0,0.12,NA,NA,NA
"Sonic Lost World","3DS",4034,"2013","Platform","Sega",0.24,0.15,0.07,0.03,0.49,NA,NA,NA
"Sonic Lost World","WiiU",4858,"2013","Platform","Sega",0.24,0.12,0.01,0.03,0.4,NA,NA,NA
"Sonic Mega Collection","GC",827,"2002","Misc","Infogrames",1.47,0.48,0.05,0.06,2.05,75,"8.6","Nov 10, 2002"
"Sonic Mega Collection Plus","PS2",496,"2004","Misc","Sega",1.54,1.14,0,0.22,2.9,73,"8.6","Nov 2, 2004"
"Sonic Mega Collection Plus","XB",2292,"2004","Misc","Sega",0.61,0.26,0,0.04,0.91,NA,NA,NA
"Sonic PC Collection","PC",13684,"2009","Misc","Sega",0,0.04,0,0.01,0.04,NA,NA,NA
"Sonic Riders","GC",2269,"2006","Racing","Sega",0.71,0.18,0,0.03,0.92,59,"7.8","Feb 21, 2006"
"Sonic Riders","PS2",3952,"2006","Racing","Sega",0.42,0.02,0,0.07,0.5,55,"7.4","Feb 21, 2006"
"Sonic Riders","XB",9488,"2006","Racing","Sega",0.1,0.03,0,0,0.13,NA,NA,NA
"Sonic Riders: Zero Gravity","PS2",8177,"2008","Racing","Sega",0.09,0.07,0,0.02,0.18,56,"8.4","Jan 8, 2008"
"Sonic Riders: Zero Gravity","Wii",2230,"2008","Racing","Sega",0.5,0.32,0.02,0.1,0.93,NA,NA,NA
"Sonic Rivals","PSP",1336,"2006","Racing","Sega",0.73,0.42,0,0.28,1.44,64,"7.8","Nov 16, 2006"
"Sonic Rivals 2","PSP",1231,"2007","Racing","Sega",0.44,0.69,0,0.39,1.52,60,"7.8","Nov 13, 2007"
"Sonic Rush","DS",438,"2005","Platform","Sega",1.22,1.57,0.06,0.29,3.15,82,"8.4","Nov 15, 2005"
"Sonic Rush Adventure","DS",1726,"2007","Platform","Sega",0.54,0.49,0.01,0.12,1.17,78,"8.1","Sep 18, 2007"
"Sonic the Hedgehog","GEN",255,"1991","Platform","Sega",3.03,0.91,0.26,0.13,4.34,NA,NA,NA
"Sonic the Hedgehog","PS3",4147,"N/A","Platform","N/A",0,0.48,0,0,0.48,43,"4.1","Jan 30, 2007"
"Sonic the Hedgehog","PS3",1717,"2006","Platform","Sega",0.41,0.07,0.04,0.66,1.18,43,"4.1","Jan 30, 2007"
"Sonic the Hedgehog","X360",1985,"2006","Platform","Sega",0.44,0.49,0,0.11,1.05,46,"4.4","Nov 14, 2006"
"Sonic the Hedgehog 2","GEN",144,"1992","Platform","Sega",4.47,1.2,0.16,0.19,6.03,NA,NA,NA
"Sonic the Hedgehog 2 (8-bit)","GG",13527,"1992","Platform","Sega",0,0,0.04,0,0.04,NA,NA,NA
"Sonic the Hedgehog 3","GEN",993,"1994","Platform","Sega",1.02,0.47,0.2,0.07,1.76,NA,NA,NA
"Sonic Unleashed","PS2",2688,"2008","Platform","Sega",0.37,0.04,0,0.36,0.76,NA,NA,NA
"Sonic Unleashed","PS3",2016,"2008","Platform","Sega",0.56,0.33,0.01,0.14,1.03,54,"7.7","Dec 9, 2008"
"Sonic Unleashed","Wii",740,"2008","Platform","Sega",1.28,0.68,0.02,0.21,2.2,NA,NA,NA
"Sonic Unleashed","X360",2161,"2008","Platform","Sega",0.54,0.33,0,0.09,0.96,60,"7.8","Nov 20, 2008"
"Sonic X: Game Boy Advance Video Volume 1","GBA",6439,"2004","Misc","N/A",0.19,0.07,0,0,0.27,NA,NA,NA
"Sonic's Ultimate Genesis Collection","PS3",708,"2009","Misc","Sega",1.34,0.62,0,0.31,2.27,80,"8.6","Feb 10, 2009"
"Sonic's Ultimate Genesis Collection","X360",1350,"2009","Misc","Sega",0.85,0.46,0,0.13,1.43,79,"8.6","Feb 10, 2009"
"SoniPro","3DS",16426,"2014","Adventure","imageepoch Inc.",0,0,0.01,0,0.01,NA,NA,NA
"Sonny with a Chance","DS",8766,"2010","Action","Disney Interactive Studios",0.12,0.02,0,0.01,0.15,NA,NA,NA
"Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!","PSP",11756,"2006","Misc","Sega",0,0,0.07,0,0.07,NA,NA,NA
"Sora no Otoshimono Forte: Dreamy Season","DS",15892,"2011","Adventure","Kadokawa Shoten",0,0,0.02,0,0.02,NA,NA,NA
"Sora no Otoshimono: DokiDoki Summer Vacation","PSP",15989,"2010","Adventure","Kadokawa Shoten",0,0,0.01,0,0.01,NA,NA,NA
"Sorcery","PS3",5791,"2012","Action","Sony Computer Entertainment",0.14,0.12,0,0.05,0.31,70,"7.3","May 22, 2012"
"Sorcery Saga: The Curse of the Great Curry God","PSV",14351,"2013","Role-Playing","Rising Star Games",0,0,0.03,0,0.03,NA,NA,NA
"Sorry! / Aggravation / Scrabble Junior","GBA",6762,"2005","Misc","Zoo Digital Publishing",0.18,0.07,0,0,0.25,NA,NA,NA
"Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX","PS2",16228,"2007","Adventure","Datam Polystar",0,0,0.01,0,0.01,NA,NA,NA
"Sotsugyou Crossworld","PS",11164,"1996","Simulation","Hearty Robin",0,0,0.08,0.01,0.09,NA,NA,NA
"Sotsugyou II: Neo Generation","PS",13460,"1995","Simulation","Riverhillsoft",0,0,0.04,0,0.04,NA,NA,NA
"Sotsugyou II: Neo Generation Special","3DO",15482,"1995","Simulation","Imageworks",0,0,0.02,0,0.02,NA,NA,NA
"Soukaigi","PS",9097,"1998","Role-Playing","SquareSoft",0,0,0.13,0.01,0.14,NA,NA,NA
"Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira","PSP",15515,"2012","Action","Idea Factory",0,0,0.02,0,0.02,NA,NA,NA
"Soul Bubbles","DS",11497,"2008","Puzzle","Eidos Interactive",0.05,0.02,0,0.01,0.08,78,"8","Jun 10, 2008"
"Soul Eater: Battle Resonance","PSP",14898,"2009","Action","Namco Bandai Games",0,0,0.03,0,0.03,NA,NA,NA
"Soul Eater: Monotone Princess","Wii",15767,"2008","Action","Square Enix",0,0,0.02,0,0.02,NA,NA,NA
"Soul Eater: Plot of Medusa","DS",13298,"2008","Action","Namco Bandai Games",0,0,0.05,0,0.05,NA,NA,NA
"Soul Edge","PS",1163,"1996","Fighting","Sony Computer Entertainment",0.61,0.41,0.46,0.1,1.59,NA,NA,NA
"Soul Nomad & the World Eaters","PS2",6208,"2007","Role-Playing","Tecmo Koei",0.14,0.11,0,0.04,0.28,73,"7.9","Sep 25, 2007"
"Soul Reaver 2","PS2",3634,"2001","Action","Eidos Interactive",0.27,0.21,0,0.07,0.55,80,"8.5","Oct 31, 2001"
"Soul Sacrifice","PSV",3617,"2013","Role-Playing","Sony Computer Entertainment",0.18,0.09,0.22,0.06,0.56,NA,NA,NA
"Soul Sacrifice Delta","PSV",5973,"2014","Action","Sony Computer Entertainment",0.01,0.12,0.12,0.04,0.29,NA,NA,NA
"SoulCalibur","DC",5359,"1999","Fighting","Namco Bandai Games",0,0,0.34,0,0.34,NA,NA,NA
"SoulCalibur II","GC",1253,"2003","Fighting","Namco Bandai Games",0.99,0.32,0.11,0.08,1.5,93,"8.8","Aug 27, 2003"
"SoulCalibur II","PS2",821,"2003","Fighting","Namco Bandai Games",1.06,0.62,0.13,0.25,2.06,92,"8.8","Aug 27, 2003"
"SoulCalibur II","XB",2066,"2003","Fighting","Namco Bandai Games",0.78,0.18,0.03,0,1,NA,NA,NA
"SoulCalibur III","PS2",1931,"2005","Fighting","Namco Bandai Games",0.74,0.15,0.13,0.05,1.07,86,"8.5","Oct 25, 2005"
"SoulCalibur IV","PS3",1289,"2008","Fighting","Ubisoft",0.72,0.41,0.14,0.2,1.47,85,"7.8","Jul 29, 2008"
"SoulCalibur IV","X360",1167,"2008","Fighting","Ubisoft",0.92,0.44,0.07,0.15,1.59,85,"7.9","Jul 29, 2008"
"SoulCalibur Legends","Wii",7928,"2007","Action","Namco Bandai Games",0.16,0.01,0,0.01,0.19,NA,NA,NA
"SoulCalibur Legends (JP sales)","Wii",16154,"2007","Action","Namco Bandai Games",0,0,0.01,0,0.01,NA,NA,NA
"SoulCalibur V","PS3",2700,"2012","Fighting","Namco Bandai Games",0.35,0.24,0.07,0.1,0.76,81,"6.7","Jan 31, 2012"
"SoulCalibur V","X360",3419,"2012","Fighting","Namco Bandai Games",0.39,0.14,0.02,0.04,0.59,77,"6.3","Jan 31, 2012"
"SoulCalibur: Broken Destiny","PSP",3892,"2009","Fighting","Namco Bandai Games",0.12,0.2,0.07,0.12,0.51,80,"6.3","Sep 1, 2009"
"SoulLink Extension","PS2",16055,"2006","Adventure","Interchannel",0,0,0.01,0,0.01,NA,NA,NA
"Sound Novel Evolution 1: Otogirisou Sosei-Hen","PS",8284,"1999","Adventure","ChunSoft",0,0,0.16,0.01,0.17,NA,NA,NA
"Sound Novel Machi","SAT",10990,"1998","Adventure","ChunSoft",0,0,0.09,0,0.09,NA,NA,NA
"Sound Novel Tsukuru","SNES",11640,"1996","Misc","ASCII Entertainment",0,0,0.08,0,0.08,NA,NA,NA
"Sousaku Alice to Oujisama!","3DS",16075,"2015","Simulation","Happinet",0,0,0.01,0,0.01,NA,NA,NA
"South Park","N64",1792,"1998","Shooter","Acclaim Entertainment",0.9,0.23,0,0.02,1.14,NA,NA,NA
"South Park","PS",2895,"1998","Shooter","Acclaim Entertainment",0.39,0.27,0,0.05,0.71,NA,NA,NA
"South Park Rally","N64",7622,"2000","Racing","Acclaim Entertainment",0.16,0.04,0,0,0.2,NA,NA,NA
"South Park Rally","PS",5253,"1998","Racing","Acclaim Entertainment",0.2,0.13,0,0.02,0.36,NA,NA,NA
"South Park: Chef's Luv Shack","N64",6870,"1999","Misc","Acclaim Entertainment",0.19,0.05,0,0,0.24,NA,NA,NA
"South Park: Chef's Luv Shack","PS",5798,"1998","Misc","Acclaim Entertainment",0.17,0.12,0,0.02,0.31,NA,NA,NA
"South Park: The Stick of Truth","PC",7684,"2014","Role-Playing","Ubisoft",0.07,0.1,0,0.02,0.2,85,"8.6","Mar 4, 2014"
"South Park: The Stick of Truth","PS3",2118,"2014","Role-Playing","Ubisoft",0.42,0.38,0,0.17,0.98,85,"8.5","Mar 4, 2014"
"South Park: The Stick of Truth","X360",2179,"2014","Role-Playing","Ubisoft",0.57,0.3,0,0.08,0.95,82,"8.5","Mar 4, 2014"
"Soviet Strike","PS",1720,"1996","Simulation","Electronic Arts",0.65,0.44,0,0.08,1.17,NA,NA,NA
"Space Battleship Yamato: Harukanaru Hoshi Iscandar","PS",8283,"1999","Strategy","Namco Bandai Games",0,0,0.16,0.01,0.17,NA,NA,NA
"Space Bust-A-Move","DS",9561,"2008","Puzzle","Square Enix",0.1,0.02,0,0.01,0.13,71,"tbd","Jul 28, 2009"
"Space Camp","DS",8703,"2009","Action","Activision",0.14,0,0,0.01,0.16,NA,NA,NA
"Space Camp","Wii",9380,"2009","Action","Activision",0.12,0,0,0.01,0.13,NA,NA,NA
"Space Channel 5 Special Edition","PS2",11461,"2003","Misc","Agetec",0.04,0.03,0,0.01,0.08,79,"8.8","Nov 18, 2003"
"Space Channel 5: Ulala's Cosmic Attack","GBA",15653,"2002","Misc","Atari",0.01,0,0,0,0.02,55,"8","Jun 17, 2003"
"Space Chimps","DS",12799,"2008","Platform","Brash Entertainment",0.05,0,0,0,0.06,NA,NA,NA
"Space Chimps","PS2",9849,"2008","Platform","Brash Entertainment",0.06,0.05,0,0.02,0.12,NA,NA,NA
"Space Chimps","Wii",11015,"2008","Platform","Brash Entertainment",0.08,0,0,0.01,0.09,NA,NA,NA
"Space Chimps","X360",10165,"2008","Platform","Brash Entertainment",0.1,0,0,0.01,0.11,57,"5.3","Jul 15, 2008"
"Space Griffon VF-9","PS",8354,"1995","Role-Playing","Panther Software",0.02,0.02,0.12,0.01,0.17,NA,NA,NA
"Space Hulk","PSV",16314,"2015","Strategy","Funbox Media",0,0.01,0,0,0.01,NA,NA,NA
"Space Hulk: Vengeance of the Blood Angels","PS",12077,"1995","Shooter","Electronic Arts",0.04,0.03,0,0,0.07,NA,NA,NA
"Space Invaders","2600",608,"N/A","Shooter","Atari",2.36,0.14,0,0.03,2.53,NA,NA,NA
"Space Invaders","GBA",10392,"2002","Shooter","Activision",0.08,0.03,0,0,0.11,NA,NA,NA
"Space Invaders","N64",8589,"1999","Shooter","Activision",0.13,0.03,0,0,0.16,NA,NA,NA
"Space Invaders","SNES",4295,"1994","Shooter","Taito",0,0,0.46,0,0.46,NA,NA,NA
"Space Invaders Extreme","DS",8737,"2008","Shooter","Square Enix",0.12,0.01,0.01,0.01,0.15,85,"7.8","Jun 17, 2008"
"Space Invaders Extreme","PSP",10982,"2008","Shooter","Square Enix",0.06,0.01,0.01,0.01,0.09,84,"6.8","Jun 17, 2008"
"Space Invaders Extreme 2","DS",7782,"2009","Shooter","Square Enix",0.17,0.01,0,0.01,0.19,82,"7.1","Oct 19, 2009"
"Space Invaders Revolution","DS",15941,"2005","Shooter","Rising Star Games",0.01,0,0,0,0.02,49,"5.2","Sep 20, 2005"
"Space Jam","PS",2258,"1996","Sports","Acclaim Entertainment",0.51,0.35,0,0.06,0.92,NA,NA,NA
"Space Raiders","GC",16478,"2003","Shooter","Taito",0.01,0,0,0,0.01,40,"tbd","Apr 19, 2004"
"Space Station Silicon Valley","N64",8865,"1997","Adventure","Take-Two Interactive",0.12,0.03,0,0,0.15,NA,NA,NA
"Space Venus starring Morning Musume","PS2",9222,"2001","Misc","Sony Music Entertainment",0,0,0.14,0,0.14,NA,NA,NA
"Spanish for Everyone!","DS",15447,"2007","Puzzle","Activision",0.02,0,0,0,0.02,NA,NA,NA
"Spartan: Total Warrior","GC",12051,"2005","Action","Sega",0.05,0.01,0,0,0.07,73,"8.1","Oct 27, 2005"
"Spartan: Total Warrior","PS2",7144,"2005","Action","Sega",0.11,0.09,0,0.03,0.22,74,"8.4","Oct 25, 2005"
"Spartan: Total Warrior","XB",9577,"2005","Action","Sega",0.1,0.03,0,0,0.13,NA,NA,NA
"Spawn the Eternal","PS",6789,"1997","Action","Sony Computer Entertainment",0.14,0.09,0,0.02,0.24,NA,NA,NA
"Spawn: Armageddon","GC",12138,"2003","Action","Electronic Arts",0.05,0.01,0,0,0.07,61,"7.3","Nov 21, 2003"
"Spawn: Armageddon","PS2",4429,"2003","Action","Electronic Arts",0.22,0.17,0,0.06,0.44,56,"7.5","Nov 21, 2003"
"Spawn: Armageddon","XB",8342,"2003","Action","Electronic Arts",0.13,0.04,0,0.01,0.17,NA,NA,NA
"Spec Ops: Airborne Commando","PS",810,"2002","Shooter","Take-Two Interactive",1.54,0.46,0,0.08,2.07,NA,NA,NA
"Spec Ops: Covert Assault","PS",4502,"2001","Shooter","Take-Two Interactive",0.24,0.16,0,0.03,0.43,NA,NA,NA
"Spec Ops: Ranger Elite","PS",2377,"2001","Shooter","TalonSoft",0.49,0.33,0,0.06,0.87,NA,NA,NA
"Spec Ops: The Line","PC",7135,"2012","Shooter","Take-Two Interactive",0.11,0.09,0,0.03,0.23,76,"8.2","Jun 25, 2012"
"Spec Ops: The Line","PS3",3548,"2012","Shooter","Take-Two Interactive",0.19,0.25,0.04,0.09,0.57,77,"8.1","Jun 26, 2012"
"Spec Ops: The Line","X360",4527,"2012","Shooter","Take-Two Interactive",0.21,0.19,0,0.04,0.43,76,"8.3","Jun 26, 2012"
"Special Forces: Nemesis Strike","XB",14181,"2005","Shooter","Hip Interactive",0.03,0.01,0,0,0.03,NA,NA,NA
"Spectral Force 3","X360",11175,"2006","Role-Playing","Idea Factory",0.08,0,0,0.01,0.09,59,"7.5","Jul 29, 2008"
"Spectral Force Genesis","DS",11028,"2008","Role-Playing","Nobilis",0.08,0,0.01,0.01,0.09,46,"7","Mar 12, 2010"
"Spectral Souls: Resurrection of the Ethereal Empires","PSP",14639,"2005","Role-Playing","Idea Factory",0.03,0,0,0,0.03,47,"7.7","Sep 26, 2006"
"Spectrobes","DS",2732,"2007","Role-Playing","Disney Interactive Studios",0.67,0.03,0,0.06,0.75,63,"7.7","Mar 6, 2007"
"Spectrobes: Beyond the Portals","DS",3830,"2008","Role-Playing","Disney Interactive Studios",0.37,0.11,0,0.04,0.52,70,"7.2","Oct 7, 2008"
"Spectrobes: Origins","Wii",7558,"2009","Role-Playing","Disney Interactive Studios",0.16,0.02,0,0.02,0.2,NA,NA,NA
"Speed","Wii",11891,"2010","Racing","Unknown",0.04,0.02,0,0.01,0.07,NA,NA,NA
"Speed Kings","GC",15497,"2003","Racing","Acclaim Entertainment",0.01,0,0,0,0.02,59,"tbd","May 28, 2003"
"Speed Kings","PS2",10852,"2003","Racing","Acclaim Entertainment",0.05,0.04,0,0.01,0.09,61,"8.7","May 28, 2003"
"Speed Kings","XB",12834,"2003","Racing","Acclaim Entertainment",0.04,0.01,0,0,0.05,NA,NA,NA
"Speed Punks","PS",7605,"1998","Racing","Sony Computer Entertainment",0.11,0.08,0,0.01,0.2,NA,NA,NA
"Speed Racer","PS",12242,"1996","Racing","Tomy Corporation",0.04,0.02,0,0,0.07,NA,NA,NA
"Speed Racer: The Videogame","DS",5199,"2008","Racing","Warner Bros. Interactive Entertainment",0.29,0.05,0,0.03,0.36,NA,NA,NA
"Speed Racer: The Videogame","PS2",7339,"2008","Racing","Warner Bros. Interactive Entertainment",0.1,0.08,0,0.03,0.21,NA,NA,NA
"Speed Racer: The Videogame","Wii",4759,"2008","Racing","Warner Bros. Interactive Entertainment",0.36,0.02,0,0.03,0.41,NA,NA,NA
"Speed Zone","Wii",11808,"2009","Racing","Bethesda Softworks",0.01,0.05,0,0.01,0.07,NA,NA,NA
"Speedball 2100","PS",8189,"2000","Sports","Empire Interactive",0.1,0.07,0,0.01,0.18,NA,NA,NA
"Spelling Challenges and more!","DS",3411,"2007","Misc","505 Games",0.54,0,0,0.04,0.59,NA,NA,NA
"Spelling Challenges and more!","PSP",6617,"2007","Misc","Crave Entertainment",0.24,0,0,0.02,0.25,NA,NA,NA
"Sphinx and the Cursed Mummy","GC",9122,"2003","Action","THQ",0.11,0.03,0,0,0.14,79,"8.8","Nov 10, 2003"
"Sphinx and the Cursed Mummy","PS2",4364,"2003","Action","THQ",0.22,0.17,0,0.06,0.45,78,"8.6","Nov 10, 2003"
"Sphinx and the Cursed Mummy","XB",9996,"2003","Action","THQ",0.09,0.02,0,0,0.12,NA,NA,NA
"Spice World","PS",3023,"1998","Action","Sony Computer Entertainment",0.37,0.25,0,0.04,0.67,NA,NA,NA
"Spider-Man","2600",2234,"1981","Action","Parker Bros.",0.87,0.05,0,0.01,0.93,NA,NA,NA
"Spider-Man","N64",3796,"2000","Action","Activision",0.43,0.09,0,0.01,0.53,72,"6.9","Nov 21, 2000"
"Spider-Man","PS",442,"2000","Action","Activision",1.7,1.25,0.02,0.16,3.13,87,"8.8","Aug 30, 2000"
"Spider-Man 2","DS",3986,"2004","Action","Activision",0.41,0.02,0.03,0.04,0.5,61,"5","Nov 16, 2004"
"Spider-Man 2","GBA",1961,"2004","Action","Activision",0.76,0.28,0,0.02,1.06,65,"8","Jun 29, 2004"
"Spider-Man 2","GC",2455,"2004","Action","Activision",0.65,0.17,0,0.02,0.84,80,"8.4","Jun 28, 2004"
"Spider-Man 2","PS2",391,"2004","Action","Activision",1.75,1.2,0.02,0.43,3.41,80,"8.8","Jun 28, 2004"
"Spider-Man 2","PSP",2902,"2005","Action","Activision",0.35,0.21,0,0.14,0.71,67,"6.9","Mar 23, 2005"
"Spider-Man 2","XB",1832,"2004","Action","Activision",0.82,0.26,0,0.04,1.12,NA,NA,NA
"Spider-Man 2: Enter: Electro","PS",1203,"2001","Action","Activision",0.57,0.87,0.02,0.09,1.55,74,"8.4","Oct 19, 2001"
"Spider-Man 3","DS",4185,"2007","Platform","Activision",0.41,0.02,0,0.04,0.47,79,"6.6","May 4, 2007"
"Spider-Man 3","PC",15305,"2007","Platform","Activision",0.02,0,0,0,0.02,62,"7.1","May 4, 2007"
"Spider-Man 3","PS2",2314,"2007","Platform","Activision",0.74,0.03,0.01,0.12,0.9,50,"6.5","May 4, 2007"
"Spider-Man 3","PS3",2982,"2007","Platform","Activision",0.26,0.29,0.02,0.12,0.68,60,"6.9","May 4, 2007"
"Spider-Man 3","PSP",5862,"2007","Platform","Activision",0.01,0.23,0,0.06,0.3,52,"7.5","Oct 16, 2007"
"Spider-Man 3","Wii",4132,"2007","Platform","Activision",0.42,0.02,0,0.04,0.48,NA,NA,NA
"Spider-Man 3","X360",3509,"2007","Platform","Activision",0.49,0.04,0,0.04,0.57,63,"7","May 4, 2007"
"Spider-Man: Battle for New York","DS",9521,"2006","Platform","Activision",0.12,0,0,0.01,0.13,68,"6.8","Nov 14, 2006"
"Spider-Man: Edge of Time","3DS",9933,"2011","Action","Activision",0.08,0.03,0,0.01,0.12,50,"6.2","Oct 4, 2011"
"Spider-Man: Edge of Time","DS",9044,"2011","Action","Activision",0.12,0.01,0,0.01,0.14,NA,NA,NA
"Spider-Man: Edge of Time","PS3",7054,"2011","Action","Activision",0.13,0.07,0,0.03,0.23,58,"7.2","Oct 4, 2011"
"Spider-Man: Edge of Time","Wii",11101,"2011","Action","Activision",0.06,0.02,0,0.01,0.09,NA,NA,NA
"Spider-Man: Edge of Time","X360",6673,"2011","Action","Activision",0.18,0.05,0,0.02,0.25,57,"7","Oct 4, 2011"
"Spider-Man: Friend or Foe","DS",4205,"2007","Action","Activision",0.43,0,0,0.04,0.47,55,"tbd","Oct 2, 2007"
"Spider-Man: Friend or Foe","PC",16224,"2007","Action","Activision",0.01,0,0,0,0.01,57,"5.9","Oct 2, 2007"
"Spider-Man: Friend or Foe","PS2",5121,"2007","Action","Activision",0.31,0.01,0,0.05,0.37,62,"8.5","Oct 2, 2007"
"Spider-Man: Friend or Foe","PSP",8092,"2007","Action","Activision",0.16,0,0,0.01,0.18,58,"4","Oct 2, 2007"
"Spider-Man: Friend or Foe","Wii",8839,"2007","Action","Activision",0.13,0.01,0,0.01,0.15,NA,NA,NA
"Spider-Man: Friend or Foe","X360",5912,"2007","Action","Activision",0.26,0.02,0,0.02,0.3,60,"6.5","Oct 2, 2007"
"Spider-Man: Mysterio's Menace","GBA",3327,"2001","Action","Activision",0.43,0.16,0,0.01,0.61,84,"7.8","Sep 19, 2001"
"Spider-Man: Shattered Dimensions","DS",7819,"2010","Action","Activision",0.17,0.01,0,0.01,0.19,73,"7.4","Sep 7, 2010"
"Spider-Man: Shattered Dimensions","PS3",4349,"2010","Action","Activision",0.26,0.13,0,0.06,0.45,74,"7.6","Sep 7, 2010"
"Spider-Man: Shattered Dimensions","Wii",6820,"2010","Action","Activision",0.13,0.09,0,0.02,0.24,NA,NA,NA
"Spider-Man: Shattered Dimensions","X360",5189,"2010","Action","Activision",0.24,0.09,0,0.03,0.36,76,"7.5","Sep 7, 2010"
"Spider-Man: The Movie","GBA",1473,"2002","Action","Activision",0.92,0.35,0.01,0.05,1.33,NA,NA,NA
"Spider-Man: The Movie","GC",1701,"2002","Action","Activision",0.86,0.27,0.01,0.04,1.19,76,"7.2","Apr 15, 2002"
"Spider-Man: The Movie","PS2",242,"2002","Action","Activision",2.71,1.51,0.03,0.23,4.48,76,"7.7","Apr 15, 2002"
"Spider-Man: The Movie","XB",1382,"2002","Action","Activision",1.07,0.28,0,0.05,1.4,NA,NA,NA
"Spider-Man: Web of Shadows","DS",10613,"2008","Action","Activision",0.09,0,0,0.01,0.1,77,"7.3","Oct 21, 2008"
"Spider-Man: Web of Shadows","PC",15260,"2008","Action","Activision",0,0.02,0,0,0.02,52,"7.5","Oct 28, 2008"
"Spider-Man: Web of Shadows","PS2",7435,"2008","Action","Activision",0.1,0.08,0,0.03,0.21,NA,NA,NA
"Spider-Man: Web of Shadows","PS3",6340,"2008","Action","Activision",0.2,0.04,0,0.03,0.27,67,"7.7","Oct 21, 2008"
"Spider-Man: Web of Shadows","Wii",6667,"2008","Action","Activision",0.22,0.01,0,0.02,0.25,NA,NA,NA
"Spider-Man: Web of Shadows","X360",4722,"2008","Action","Activision",0.36,0.02,0,0.03,0.41,68,"8.6","Oct 21, 2008"
"Spider-Man: Web of Shadows - Amazing Allies Edition","PSP",8481,"2008","Action","Activision",0.12,0.02,0,0.02,0.16,NA,NA,NA
"Spin Jam","PS",5814,"2000","Puzzle","Empire Interactive",0.17,0.12,0,0.02,0.31,NA,NA,NA
"Spirit Camera: The Cursed Memoir","3DS",7273,"2012","Adventure","Nintendo",0.12,0.02,0.06,0.01,0.22,54,"6","Apr 13, 2012"
"Spirit: Stallion of the Cimarron","GBA",5939,"2002","Platform","THQ",0.21,0.08,0,0.01,0.3,NA,NA,NA
"Spirits & Spells","GBA",16600,"2003","Platform","Wanadoo",0.01,0,0,0,0.01,NA,NA,NA
"Spirits & Spells","GC",15678,"2003","Platform","Wanadoo",0.01,0,0,0,0.02,50,"5.7","Sep 24, 2003"
"Spirits and Demons: 5 Game Pack","PC",15498,"2015","Misc","Focus Multimedia",0,0.02,0,0,0.02,NA,NA,NA
"Spitfire Heroes: Tales of the Royal Air Force","DS",13208,"2008","Simulation","Destineer",0.05,0,0,0,0.05,49,"tbd","Mar 5, 2008"
"SplashDown","PS2",2917,"2001","Racing","Atari",0.34,0.27,0,0.09,0.7,NA,NA,NA
"SplashDown","XB",10005,"2002","Racing","Atari",0.09,0.02,0,0,0.11,NA,NA,NA
"SplashDown: Rides Gone Wild","PS2",4003,"2003","Racing","THQ",0.24,0.19,0,0.06,0.5,NA,NA,NA
"Splat Renegade Paintball","XB",12602,"2005","Sports","Take-Two Interactive",0.04,0.01,0,0,0.06,NA,NA,NA
"Splatoon","WiiU",236,"2015","Shooter","Nintendo",1.55,1.15,1.44,0.43,4.57,NA,NA,NA
"Splatterhouse","PS3",8441,"N/A","Action","Namco Bandai Games",0.13,0.02,0,0.02,0.17,59,"7.9","Nov 23, 2010"
"Splatterhouse","X360",8117,"2010","Action","Namco Bandai Games",0.14,0.03,0,0.01,0.18,62,"7.7","Nov 23, 2010"
"Split/Second","PC",13539,"2010","Racing","Disney Interactive Studios",0,0.04,0,0.01,0.04,79,"8.1","May 18, 2010"
"Split/Second","PS3",2755,"2010","Racing","Disney Interactive Studios",0.31,0.31,0.01,0.12,0.75,84,"8.1","May 18, 2010"
"Split/Second","PSP",10213,"2010","Racing","Disney Interactive Studios",0.07,0.02,0,0.02,0.11,63,"6.7","Nov 15, 2010"
